x,y
39,42
40,45
41,46
42,47
43,47
44,47
45,48
46,47
47,47
48,47
49,46
50,45
51,42
50,39
49,38
48,37
47,37
46,37
45,36
44,37
43,37
42,37
41,38
40,39
39,42
