x,y
-20,0
1,6
1,2
1,2
1,2
1,1
1,1
1,1
1,1
1,0
1,1
1,0
1,1
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,1
1,-1
1,0
1,0
1,0
1,0
1,0
1,-1
1,0
1,-1
1,0
1,-1
1,0
1,-1
1,-1
1,-1
1,-1
1,-2
1,-2
1,-2
1,-6
-1,-6
-1,-2
-1,-2
-1,-2
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
-1,-1
-1,0
-1,-1
-1,0
-1,-1
-1,0
-1,0
-1,0
-1,0
-1,0
-1,-1
-1,1
-1,0
-1,0
-1,0
-1,0
-1,0
-1,1
-1,0
-1,1
-1,0
-1,1
-1,0
-1,1
-1,1
-1,1
-1,1
-1,2
-1,2
-1,2
-1,6
