x,y
30,50
31,56
32,58
33,60
34,62
35,63
36,64
37,65
38,66
39,66
40,67
41,67
42,68
43,68
44,69
45,69
46,69
47,69
48,69
49,69
50,70
51,69
52,69
53,69
54,69
55,69
56,69
57,68
58,68
59,67
60,67
61,66
62,66
63,65
64,64
65,63
66,62
67,60
68,58
69,56
70,50
69,44
68,42
67,40
66,38
65,37
64,36
63,35
62,34
61,34
60,33
59,33
58,32
57,32
56,31
55,31
54,31
53,31
52,31
51,31
50,30
49,31
48,31
47,31
46,31
45,31
44,31
43,32
42,32
41,33
40,33
39,34
38,34
37,35
36,36
35,37
34,38
33,40
32,42
31,44
30,50
